ASIN,Title,Drop Down,Product Details,Glance Icon Details,Description,Option,Rating,Review Count
B084HM8GDP,Crazy Cups Flavored Coffee Pods Peppermint Chocolate Mocha Coffee Single Serve Coffee for Keurig K-Cups Machines Hot or Iced Coffee Medium Roast Coffee in Recyclable Pods 80 Count Value Pack(Pack of 1),{'Flavor Name': '1'},"{'Brand': 'Crazy Cups', 'Caffeine Content': '110 Milligrams', 'Item Form': 'Capsule', 'Package Information': 'Box', 'Special Ingredients': 'Peppermint, Chocolate, Mocha'}",{},"EXPERIENCE MORE FLAVOR WITH CRAZY CUPS: Enjoy the magical taste of chocolate and peppermint. Start your day the right way with these peppermint mocha coffee pods. The rich flavor of chocolate coffee and cooling peppermint is sure to excite your senses. MORE COFFEE - Our peppermint coffee pods have 30% more coffee in every capsule than the average flavored kcup. Savor the flavor of peppermint & chocolate coffee in each sip. This rich chocolate mocha coffee is sure to satiate those holiday cravings. TOP QUALITY INGREDIENTS: Each of our chocolate peppermint mocha coffee capsules are gluten-free and keto friendly. Each cup is vegan, kosher, pareve and made with 100% Arabica beans. Indulge guilt free with chocolate and mocha mint sugar free coffee ECO-FRIENDLY: Crazy Cups Peppermint Mocha Coffee single-serve for Keurig Machines & K-cup compatible brewers are packaged in recyclable capsules. Enjoy perfect cocoa coffee & holiday inspired chocolate peppermint flavors while doing right by mother nature COMPATIBLE WITH KEURIG BREWERS: Our single-serve coffee pods are compatible with any coffee machine that brews chocolate k cups including the Keurig 2.0 brewer. K cups is a registered trademark of Keurig. We are not affiliated with Keurig & Green Mountain",{'Size': '80 Count (Pack of 1)'},4.4 out of 5 stars,22847 ratings
B01HOT9B6I,Caramel Swirl Medium Roast Decaf Flavored Coffee Pods for Keurig K Cups Makers from Double Donut 24 Capsules,{'Label not found': '1'},"{'Brand': 'Double Donut Coffee', 'Item Form': 'Capsule', 'Flavor': 'Decaf Caramel Swirl', 'Caffeine Content Description': 'Decaffeinated', 'Roast Level': 'Medium Roast'}",{},"INDULGE YOUR SWEET TOOTH: Double Donut’s flavored decaf coffee pods for Keurig Kcups are the perfect way to satisfy any sweet tooth. A creamy, dreamy blend of medium roast decaf Arabica beans and sweet, smooth caramel. HIGH-QUALITY INGREDIENTS: Our decaf coffee capsules for K Pod Brewers are made of top-quality Arabica beans. They are not only rich, full-bodied, and flavorful, but they are gluten-free, dairy-free, sugar-free, Vegan, and Kosher as well. ECO-FRIENDLY: Though convenient, disposable coffee capsules are bad for the environment. At Double Donut, we wanted to contribute in keeping our planet clean, so our pods are made from 100% recyclable material. COMPATIBILITY AND EASE: Perfect for any home and commercial environment like hotels, spas, waiting rooms, offices, or restaurants, your decaffeinated medium roast mocha nut fudge coffee can be enjoyed anywhere with a Keurig Brewer 1.0 or 2.0. DISCLAIMER: Double Donut Coffee has no affiliation with Keurig or K-Cup. Keurig and K-Cup are registered trademarks of Keurig and Green Mountain.",{},4.3 out of 5 stars,5422 ratings
B097KQT9V7,Crazy Cup Flavored Coffee Pods Blueberry Coffee Pods Blueberry Cobbler Hot or Iced Coffee in Recyclable Single Serve Cups For Keurig K Cups Machines(Pack of 1 22 Count Total),{'Label not found': '1'},"{'Brand': 'Crazy Cups', 'Item Form': 'Pods', 'Flavor': 'Blueberry Cobbler', 'Caffeine Content Description': 'Caffeinated', 'Roast Level': 'Medium Roast'}",{},"EXPERIENCE MORE FLAVOR WITH CRAZY CUPS: Indulge in the sweet taste of buttery biscuit topped coffee blueberry cobbler. Wake up to the delightful smell of blueberries brewing and relish in the delicious taste of our blueberry cobbler coffee. PERFECT FOR ICED COFFEE: Our blueberries coffee pod has 30% more coffee per pod than the average kcup, giving you more of the sweet blueberry flavor. More coffee means a more flavorful iced coffee, brew over ice for a perfectly refreshing ice coffee. KEURIG COMPATIBLE COFFEE PODS: Our pods are compatible with any coffee machine that brews blueberry k cups coffee, including the Keurig 2.0 brewer. K cup is a registered trademark of Keurig. We are not affiliated with Keurig & Green Mountain. ECO-FRIENDLY: Our blueberry coffee single serve pods are packaged in recyclable capsules. You'll enjoy the sweet taste of our flavored blueberry coffee while still doing right by mother nature. Made with 100% Arabica coffee. TOP QUALITY INGREDIENTS: Each of our flavored blueberry pods are gluten-free and keto friendly. Each cup is vegan, kosher, and pareve. This medium roast is sugar free so you can indulge in our sweet flavored blurberry coffee pod guilt free!",{},4.4 out of 5 stars,6218 ratings
B0BSN2JGW7,Perfect Samplers Caramel Coffee Pods Variety Pack Medium Roast for Keurig K-Cups Machines Assorted Flavored Sampler 30 Count,{'Label not found': '1'},"{'Brand': 'Perfect Samplers', 'Item Form': 'Capsule', 'Flavor': 'Caramel Variety Pack', 'Caffeine Content Description': 'Caffeinated', 'Roast Level': 'Medium Roast'}",{},"ENDLESS CARAMEL FLAVORS: Whether you like salted caramel, caramel macchiato, pumpkin caramel, caramel vanilla or any other caramel flavor we likely have it and you can try it all. Sample a new creamy caramel flavor everyday with our variety pack. CAN'T PICK A CARAMEL COFFEE? Great news, you don't have to! If you love Caramel coffee as much as we do, you'll want to try them all. So we created the only assortment of Caramel pods that allows you to find your new favorite brand and flavor! A NEW CARAMEL VARIETY PACK: Experience a level of variety never seen before with Caramel coffee. We have curated the perfect mix of top brands, including: Harry and David, EkoCups, Double Donut & Crazy Cups. HIGH-QUALITY INGREDIENTS: Our flavored coffee is made of 100% Arabica beans. Our coffee pods hazelnuts are gluten & dairy free, kosher, & keto friendly. Enjoy the flavors of a rich hazelnut guilt free with our sugar free coffee! COFFEE FOR KEURIG BREWERS: Our single serve pods are compatible with any coffee machine that brews caramel k cups including the Keurig 2.0 brewer. K cups is a registered trademark of Keurig. We are not affiliated with Keurig & Green Mountain.",{},4.3 out of 5 stars,4664 ratings
B071ZM3KF1,Double Donut Medium Roast Decaf Coffee Pods Mocha Nut Fudge Flavored for Keurig K-Cup Machines 80 Single-Serve Capsules per Box,{'Label not found': '1'},"{'Brand': 'Double Donut Coffee', 'Item Form': 'k-cups', 'Flavor': 'Decaf Mocha Nut Fudge', 'Caffeine Content Description': 'Decaffeinated', 'Roast Level': 'Medium Roast'}",{},"INDULGE YOUR SWEET TOOTH: Double Donut’s flavored decaf coffee pods for Keurig Kcups are the perfect way to satisfy any sweet tooth. The medium roast is a balanced taste of gooey fudge, toasted nuts and a touch of caramel. HIGH-QUALITY INGREDIENTS: Our decaf coffee capsules for K Pod Brewers are made of top-quality Arabica beans. They are not only rich, full-bodied, and flavorful, but they are gluten-free, dairy-free, sugar-free, Vegan, and Kosher as well. ECO-FRIENDLY: Though convenient, disposable coffee capsules are bad for the environment. At Double Donut, we wanted to contribute in keeping our planet clean, so our pods are made from 100% recyclable material. COMPATIBILITY AND EASE: Perfect for any home and commercial environment like hotels, spas, waiting rooms, offices, or restaurants, your decaffeinated medium roast mocha nut fudge coffee can be enjoyed anywhere with a Keurig Brewer 1.0 or 2.0. DISCLAIMER: Double Donut Coffee has no affiliation with Keurig or K-Cup. Keurig and K-Cup are registered trademarks of Keurig and Green Mountain.",{},4.5 out of 5 stars,1087 ratings
B00WKXSJJO,Crazy Cups Decaf Flavored Coffee Variety Pack 24 Count for Keurig Brewers,{'Label not found': '1'},"{'Brand': 'Crazy Cups', 'Item Form': 'Capsule', 'Flavor': 'Decaf Variety Pack', 'Caffeine Content Description': 'Decaffeinated', 'Roast Level': 'Medium Roast'}",{},"DECAF FLAVORED COFFEE: Our coffee decaf variety pack has a wide variety of decaf flavors including Decaf French Vanilla, coconut, chocolate & more Enjoy a new coffee flavor experience any day at any time with our decaf coffee sampler YOU'RE THE BARISTA - It's all the decaf flavored coffee pods you could ever want, and you're in control Enjoy all your favorite coffee flavors without the caffeine. You'll be sure to find your new pantry staple with our decaf pods variety pack PERFECT FOR DECAF ICED COFFEE - Our coffee pods have 30% more coffee in every capsule than average decaf flavored k cups. Brew these coffee pods decaf blends over ice for an out of this world decaf flavored iced coffee, right from your kitchen TOP QUALITY INGREDIENTS: Our recyclable decaf coffee flavored pods are keto friendly, vegan, kosher & pareve - good for you and the environment. Enjoy our sugar free coffee pods decaffeinated burst of flavor, so decadent but without sugary syrup COFFEE PODS FOR KEURIG: Our decaf flavor coffee pods are compatible with any coffee machine that brews flavored decaf k cups including the Keurig 2.0 brewer. Kcups is a registered trademark of Kurig. Not affiliated with Keurig & Green Mountain",{},4.3 out of 5 stars,-3692
B0C7XRB8PX,Double Donut Flavored Coffee PodsButter Toffee Coffee Single Serve Medium Roast Coffee for Keurig K Cups Brewers 80 Count,{'Label not found': '1'},"{'Brand': 'Double Donut Coffee', 'Item Form': 'Capsule', 'Flavor': 'Butter Toffee', 'Caffeine Content Description': 'Caffeinated', 'Roast Level': 'Medium Roast'}",{},"RICH FLAVOR IN EVERY SIP: Double Donut’s Medium Roast Butter Coffee is a mouthwatering blend of medium roast Arabica coffee beans bursting with the sweet comforting taste of butter toffee. Our buttery pods are a great way to start your day. KEURIG COMPATIBLE PODS: Our single serve pods are compatible with any coffee machine that brews butter toffee coffee k cups including the Keurig 2.0 brewer. K cups is a registered trademark of Keurig. We are not affiliated with Keurig & Green Mountain. HIGH-QUALITY INGREDIENTS: Our toffee flavored coffee is made of 100% Arabica beans. Each butter toffee coffee pod is gluten & dairy free, kosher, & keto friendly. Enjoy the sweet buttery flavor guilt free, with our sugar free coffee! ECO-FRIENDLY PODS: Our butter toffee coffee pods are packaged in 100% recyclable materials, so you can enjoy our coffee flavored with natural ingredients while doing right by mother nature. Try pouring your brew over ice for a refreshing iced coffee PERFECTLY FLAVORED COFFEE: Double Donut's butter toffee coffee pods are perfectly infused with flavors that taste exactly as describe. Enjoy the sweet flavor of butter with our butter toffee coffee pods. This flavorful brew is bound to be your new pantry staple.",{},4.4 out of 5 stars,5814 ratings
B0DPXQS2SH,Premium Breakfast Blend Coffee Pods Compostable Plant-Based Pods Light-Medium Batch-Roasted Coffee Compatible with Keurig Brewers 80 Count,{'Label not found': '1'},"{'Brand': 'EKOCUPS', 'Item Form': 'Capsule', 'Flavor': 'Breakfast Blend', 'Caffeine Content Description': 'Caffeinated', 'Roast Level': 'Light Roast'}",{},"BRIGHT & BALANCED FLAVOR: This light-medium roast delivers medium acidity, a bright mouthfeel, and a sweet lingering taste that’s perfect for a refreshing start to your day. BPI CERTIFIED COMPOSTABLE PODS: Plant-based, eco-conscious pods are compostable in commercial facilities, making them a sustainable choice. POUR-OVER QUALITY COFFEE: Advanced filter technology ensures every cup is brewed to perfection with rich, vibrant flavors. SUSTAINABLY SOURCED BEANS: Ethically grown and expertly batch roasted to unlock delicate flavor notes while maintaining freshness. COMPATIBLE WITH KEURIG BREWERS: Works seamlessly with Keurig K Cups brewers or any coffee maker that brews breakfast blend coffee K Cups.",{},4.4 out of 5 stars,1266 ratings
B08GM6FX64,Crazy Cups Deluxe Holiday Hot Chocolate Gift Set Assorted Flavored Hot Chocolates for Keurig K Cups Machines Single Serve Hot Cocoa in Recyclable Pods 20 Count,{'Label not found': '1'},"{'Brand': 'Crazy Cups', 'Item Form': 'Capsule', 'Flavor': 'Hot Chocolate Gift Box Sampler', 'Caffeine Content Description': 'Caffeinated', 'Roast Level': 'Medium Roast'}",{},"PERFECT HOT COCOA GIFT SETS: The hot chocolate drinkers in your life will experience more flavor with Crazy Cups. An ideal hot chocolate gift basket variety pack including our most indulgent and adventurous flavors in a gorgeous gift box A DECANDENT CHOCOLATEY TREAT - Our hot chocolate pods are made with premium chocolate and delicious top quality flavoring. Savor the flavor with each and every indulgent sip HOT CHOCOLATE FOR K CUPS MACHINES: Our single-serve hot cocoa pods are compatible with any machine that brews hot chocolate k cups, including the Keurig 2.0 brewer and other K-Cups machines ECO-FRIENDLY: Crazy Cups premium hot chocolate single serve pods for Keurig K Cups Machines are packaged in recyclable capsules. You’ll enjoy our flavored hot chocolate pods while doing right by mother nature DISCOVER NEW FLAVORS: Our variety packs are a great way to explore and discover new coffee and hot chocolate flavors without buying full boxes of each. Look for our variety packs and individual flavors. Not affiliated with Keurig or Green Mountain",{},4.5 out of 5 stars,-12244
B0BSMY4H93,Perfect Samplers Hazelnut Coffee Pods Variety Pack Medium Roast for Keurig K Cups Machines Assorted Sampler 30 Count,{'Label not found': '1'},"{'Brand': 'Perfect Samplers', 'Item Form': 'Capsule', 'Flavor': 'Hazelnut Variety Pack', 'Caffeine Content Description': 'Caffeinated', 'Roast Level': 'Medium Roast'}",{},"SWEET, RICH AND FULL BODIED: Start your day with the sweet, buttery blend of hazelnut coffee overflowing with the taste of warm hazelnuts. Embrace the sweet aroma of roasted hazelnuts that fills your home as you brew your coffee in the morning. CAN'T PICK A BRAND OF HAZELNUT COFFEE? Great news, you don't have to! If you love Hazelnut coffee as much as we do, you'll want to try them all. So we created the only assortment of hazelnut pods that allows you to find your new favorite brand! A NEW HAZELNUT VARIETY PACK: Experience a level of variety never seen before with hazelnut coffee. We have curated the perfect mix of top brands, including: Carlos Bakeshop, Pioneer Woman, Coffee Bean & Tea Leaf, Double Donut & Crazy Cups. HIGH-QUALITY INGREDIENTS: Our flavored coffee is made of 100% Arabica beans. Our coffee pods hazelnuts are gluten & dairy free, kosher, & keto friendly. Enjoy the flavors of a rich hazelnut guilt free with our sugar free coffee! COFFEE FOR KEURIG BREWERS: Our single serve pods are compatible with any coffee machine that brews hazelnut k cups including the Keurig 2.0 brewer. K cups is a registered trademark of Keurig. We are not affiliated with Keurig & Green Mountain.",{},4.4 out of 5 stars,4664 ratings
B0DJ9TDV3W,Crazy Cups Gingerbread Hot Chocolate Pods Gingerbread Cookie Flavored Hot Chocolate for Keurig K Cups Brewers Rich and Creamy Hot Cocoa Mix 22 Count,{'Label not found': '1'},"{'Brand': 'Crazy Cups', 'Item Form': 'Powder', 'Package Information': 'Pod', 'Special Ingredients': 'Ginger', 'Package Weight': '0.44 Kilograms'}",{},"GINGERBREAD HOT CHOCOLATE DELIGHT: Enjoy the warm, comforting taste of gingerbread cookies in every sip with our flavored hot cocoa pod. Perfect for cozy winter nights or festive gatherings. RICH FLAVORED HOT CHOCOLATE MIX: Our hot cocoa pods deliver a decadent, velvety smoothness that satisfies your chocolate cravings, making every cup a luxurious experience. 22 COUNT PACK: Stock up with this 22 count pack of flavored hot cocoa mix. Enjoy the rich and comforting flavor anytime, whether it's part of your morning routine or a late night indulgence. VERSATILE HOT CHOCOLATE MIX: Whether you call it hot chocolate, hot cocoa, or hot coco pods, our pod is versatile enough to suit all your chocolatey desires. Perfect for kids and adults alike, it's a treat that never disappoints HOT CHOCOLATE PODS FOR KEURIG COFFEE MAKERS: Our hot chocolate pods are compatible with any coffee machine that brews hot chocolate k cups including the Keurig 2.0 brewer. Kcups is a registered trademark of Kurig. Not affiliated with Keurig & Green Mountain.",{},4.4 out of 5 stars,927 ratings
